"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"France","2019","Total","Female","22","Data tabulated by year of occurrence","Final figure, complete","2021","75",""
"France","2019","Total","Female","23","Data tabulated by year of occurrence","Final figure, complete","2021","77",""
"France","2019","Total","Female","24","Data tabulated by year of occurrence","Final figure, complete","2021","65",""
"France","2019","Total","Female","25","Data tabulated by year of occurrence","Final figure, complete","2021","62",""
"France","2019","Total","Female","25 - 29","Data tabulated by year of occurrence","Final figure, complete","2021","450",""
"France","2019","Total","Female","26","Data tabulated by year of occurrence","Final figure, complete","2021","78",""
"France","2019","Total","Female","27","Data tabulated by year of occurrence","Final figure, complete","2021","101",""
"France","2019","Total","Female","28","Data tabulated by year of occurrence","Final figure, complete","2021","105",""
"France","2019","Total","Female","29","Data tabulated by year of occurrence","Final figure, complete","2021","104",""
"France","2019","Total","Female","30","Data tabulated by year of occurrence","Final figure, complete","2021","139",""
"France","2019","Total","Female","30 - 34","Data tabulated by year of occurrence","Final figure, complete","2021","698",""
"France","2019","Total","Female","31","Data tabulated by year of occurrence","Final figure, complete","2021","116",""
"France","2019","Total","Female","32","Data tabulated by year of occurrence","Final figure, complete","2021","129",""
"France","2019","Total","Female","33","Data tabulated by year of occurrence","Final figure, complete","2021","141",""
"France","2019","Total","Female","34","Data tabulated by year of occurrence","Final figure, complete","2021","173",""
"France","2019","Total","Female","35","Data tabulated by year of occurrence","Final figure, complete","2021","193",""
"France","2019","Total","Female","35 - 39","Data tabulated by year of occurrence","Final figure, complete","2021","1173",""
"France","2019","Total","Female","36","Data tabulated by year of occurrence","Final figure, complete","2021","192",""
"France","2019","Total","Female","37","Data tabulated by year of occurrence","Final figure, complete","2021","249",""
"France","2019","Total","Female","38","Data tabulated by year of occurrence","Final figure, complete","2021","262",""
"France","2019","Total","Female","39","Data tabulated by year of occurrence","Final figure, complete","2021","277",""
"France","2019","Total","Female","40","Data tabulated by year of occurrence","Final figure, complete","2021","275",""
"France","2019","Total","Female","40 - 44","Data tabulated by year of occurrence","Final figure, complete","2021","1701",""
"France","2019","Total","Female","41","Data tabulated by year of occurrence","Final figure, complete","2021","331",""
"France","2019","Total","Female","42","Data tabulated by year of occurrence","Final figure, complete","2021","317",""
"France","2019","Total","Female","43","Data tabulated by year of occurrence","Final figure, complete","2021","357",""
"France","2019","Total","Female","44","Data tabulated by year of occurrence","Final figure, complete","2021","421",""
"France","2019","Total","Female","45","Data tabulated by year of occurrence","Final figure, complete","2021","493",""
"France","2019","Total","Female","45 - 49","Data tabulated by year of occurrence","Final figure, complete","2021","3268",""
"France","2019","Total","Female","46","Data tabulated by year of occurrence","Final figure, complete","2021","597",""
"France","2019","Total","Female","47","Data tabulated by year of occurrence","Final figure, complete","2021","683",""
"France","2019","Total","Female","48","Data tabulated by year of occurrence","Final figure, complete","2021","704",""
"France","2019","Total","Female","49","Data tabulated by year of occurrence","Final figure, complete","2021","791",""
"France","2019","Total","Female","50","Data tabulated by year of occurrence","Final figure, complete","2021","850",""
"France","2019","Total","Female","50 - 54","Data tabulated by year of occurrence","Final figure, complete","2021","5182",""
"France","2019","Total","Female","51","Data tabulated by year of occurrence","Final figure, complete","2021","977",""
"France","2019","Total","Female","52","Data tabulated by year of occurrence","Final figure, complete","2021","1056",""
"France","2019","Total","Female","53","Data tabulated by year of occurrence","Final figure, complete","2021","1110",""
"France","2019","Total","Female","54","Data tabulated by year of occurrence","Final figure, complete","2021","1189",""
"France","2019","Total","Female","55","Data tabulated by year of occurrence","Final figure, complete","2021","1325",""
"France","2019","Total","Female","55 - 59","Data tabulated by year of occurrence","Final figure, complete","2021","7479",""
"France","2019","Total","Female","56","Data tabulated by year of occurrence","Final figure, complete","2021","1343",""
"France","2019","Total","Female","57","Data tabulated by year of occurrence","Final figure, complete","2021","1434",""
"France","2019","Total","Female","58","Data tabulated by year of occurrence","Final figure, complete","2021","1638",""
"France","2019","Total","Female","59","Data tabulated by year of occurrence","Final figure, complete","2021","1739",""
"France","2019","Total","Female","60","Data tabulated by year of occurrence","Final figure, complete","2021","1901",""
"France","2019","Total","Female","60 - 64","Data tabulated by year of occurrence","Final figure, complete","2021","10614",""
"France","2019","Total","Female","61","Data tabulated by year of occurrence","Final figure, complete","2021","2024",""
"France","2019","Total","Female","62","Data tabulated by year of occurrence","Final figure, complete","2021","2098",""
"France","2019","Total","Female","63","Data tabulated by year of occurrence","Final figure, complete","2021","2201",""
"France","2019","Total","Female","64","Data tabulated by year of occurrence","Final figure, complete","2021","2390",""
"France","2019","Total","Female","65","Data tabulated by year of occurrence","Final figure, complete","2021","2491",""
"France","2019","Total","Female","65 - 69","Data tabulated by year of occurrence","Final figure, complete","2021","14360",""
"France","2019","Total","Female","66","Data tabulated by year of occurrence","Final figure, complete","2021","2588",""
"France","2019","Total","Female","67","Data tabulated by year of occurrence","Final figure, complete","2021","2902",""
"France","2019","Total","Female","68","Data tabulated by year of occurrence","Final figure, complete","2021","3073",""
"France","2019","Total","Female","69","Data tabulated by year of occurrence","Final figure, complete","2021","3306",""
"France","2019","Total","Female","70","Data tabulated by year of occurrence","Final figure, complete","2021","3486",""
"France","2019","Total","Female","70 - 74","Data tabulated by year of occurrence","Final figure, complete","2021","18601",""
"France","2019","Total","Female","71","Data tabulated by year of occurrence","Final figure, complete","2021","3832",""
"France","2019","Total","Female","72","Data tabulated by year of occurrence","Final figure, complete","2021","4036",""
"France","2019","Total","Female","73","Data tabulated by year of occurrence","Final figure, complete","2021","3729",""
"France","2019","Total","Female","74","Data tabulated by year of occurrence","Final figure, complete","2021","3518",""
"France","2019","Total","Female","75","Data tabulated by year of occurrence","Final figure, complete","2021","3900",""
"France","2019","Total","Female","75 - 79","Data tabulated by year of occurrence","Final figure, complete","2021","21117",""
"France","2019","Total","Female","76","Data tabulated by year of occurrence","Final figure, complete","2021","3860",""
"France","2019","Total","Female","77","Data tabulated by year of occurrence","Final figure, complete","2021","4127",""
"France","2019","Total","Female","78","Data tabulated by year of occurrence","Final figure, complete","2021","4084",""
"France","2019","Total","Female","79","Data tabulated by year of occurrence","Final figure, complete","2021","5146",""
"France","2019","Total","Female","80","Data tabulated by year of occurrence","Final figure, complete","2021","6034",""
"France","2019","Total","Female","80 - 84","Data tabulated by year of occurrence","Final figure, complete","2021","38026",""
"France","2019","Total","Female","81","Data tabulated by year of occurrence","Final figure, complete","2021","6678",""
"France","2019","Total","Female","82","Data tabulated by year of occurrence","Final figure, complete","2021","7405",""
